org_name,count,in_crosswalk
Local 206 - Union of American Physicians and Dentists American Federation of State,1,no
Local 21),1,no
"Local 21, IFPTE",1,no
Local 2103,1,no
Local 2180 Compton Firefighters,1,no
Local 2216 Contra Costa County Professional Firefighters,1,no
Local 2274 Redlands Professional Firefighters Association,1,no
Local 230,1,no
Local 230 Sacramento Area Fire Fighters,1,no
Local 230 San Marcos Firefighters Association,1,no
Local 2342 Kern County Firefighters,1,no
Local 2384 Orange County Professional Firefighters Association,1,no
Local 2391 American Federation of Government Employees (AFL-CIO),1,no
"Local 2391, American Federation of Government Employees",1,no
Local 2415 Monterey Firefighters Association,1,no
"Local 26, Intl. Longshoremen's & Warehousemen's Union",1,no
Local 2620 American Federation of State,1,no
"Local 2620 of the American Federation of State, County, and Municipal",1,no
"Local 2620, AFL-CIO",1,no
"Local 2620, AFS-ME, District Council 57",1,no
"Local 2620, American Federation of State, County, and Municipal Employees, AFL-CIO",1,no
Local 272,1,no
Local 2734 Chula Vista Firefighters,1,no
Local 2744 Nevada County Professional Firefighters,1,no
Local 2805 Glendale Professional Firefighters,1,no
Local 2881,1,no
Local 2899 Atascadero City Firefighters,1,no
"Local 29, Office & Professional Employees International Union AFL-CIO",1,no
"Local 30 UNITEHERE, San Diego County Hotel and Food Service Workers' Union",1,no
Local 30 UnitedHere San Diego County Hotel and Food Service Workers' Union,1,no
Local 300 Laborers' International Union,1,no
Local 300 National Electrical Contractors Association Plaster Tenders,1,no
Local 324 United Nurses Associations of California/Union of Health Care Professionals Warehouse Worker Resource Center,1,no
Local 3299 California Faculty Association California Labor Federation,1,no
Local 3299 California Labor Federation,1,no
Local 3299 Lieutenant Governor John Garamendi,1,no
Local 3299 United Nurses of California/Union of Health Care Professionals,1,no
Local 34,1,no
Local 3421 Gilroy Firefighters,1,no
"Local 347, SEIU",1,no
Local 3494 El Cajon Firefighters,1,no
Local 3523 Santa Clara County Firefighters,1,no
Local 3540 NASA JPL Professional Firefighters,1,no
Local 3600 Burbank Fire Fighters,1,no
Local 3601 Poway Firefighters Association,1,no
Local 3604 Encinitas Firefighters Association,1,no
Local 3631 Oxnard Firefighters,1,no
Local 3654 Chico Firefighters,1,no
Local 3707 Murrieta Firefighters,1,no
Local 372 Marin Professional Firefighters,1,no
Local 3730 Cathedral City Firefighters Association,1,no
Local 3734 Oakland Firefighters,1,no
Local 3736 Ontario Professional Firefighters,1,no
Local 3757 Coronado Firefighters Association,1,no
Local 3779 Stockton Firefighters,1,no
Local 3787 Escondido Firefighters,1,no
Local 3800 Newport Beach Firefighters Association,1,no
Local 3842 Fallbrook Firefighters Association,1,no
Local 39,1,no
Local 3922 Professional Firefighters of Sonoma County,1,no
Local 3930 (UDW/AFSCME),1,no
Local 39521,1,no
Local 398,1,no
Local 399,1,no
Local 399 Hospital & Service Employees Union (SEIU,1,no
Local 4107,1,no
Local 4123,1,no
Local 4184 Santa Barbara City Firefighters Association,1,no
Local 431,1,no
Local 433 International Association of Heat & Frost Insulators & Allied Workers,1,no
Local 433 Mayor Antonio R. Villaraigosa,1,no
Local 4488 Long Beach Firefighters,1,no
Local 456,1,no
Local 456 Torrance Firefighters Association,1,no
Local 4603 El Dorado Hills Professional Firefighters,1,no
Local 467,1,no
Local 4759 Heartland Firefighters of Lemon,1,no
Local 4911 - United Emergency Medical Services Workers American Federation of State,1,no
Local 495,1,no
Local 5,1,no
Local 522 Salinas Firefighters,1,no
Local 522 San Luis Obispo City Firefighters,1,no
Local 525 Santa Barbara County Firefighters,1,no
Local 535 SEIU,1,no
Local 55 Anaheim Firefighters Association,1,no
Local 55 Oceanside Firefighters Association,1,no
Local 575 American Federation of State,1,no
Local 601,1,no
Local 63,1,no
Local 63 International Longshore and Warehouse Union,1,no
Local 660,1,no
Local 660 (42,1,no
Local 660 (SEIU - AFL-CIO),1,no
"Local 660, SEIU, AFL-CIO",1,no
Local 685 Chief Probation Officers of California,1,no
Local 685 Orange County Employees Association,1,no
Local 689 Alameda County Firefighters,1,no
Local 724 Professional Musicians Local 47,1,no
Local 776 Hayward Firefighters,1,no
Local 777 and 792,1,no
Local 778 California Association of Psychiatric Technicians California Federation of Labor Unions,1,no
Local 800,1,no
Local 802 Machinery Movers and Sheeters,1,no
Local 876,1,no
Local 9000,1,no
Local 9119,1,no
"Local 9119, AFL-CIO",1,no
Local 94,1,no
Local 9421,1,no
Local 9573,1,no
Local Agencies,1,no
Local Agency Formation Commission For The County of Los Angeles,1,no
Local Agency Formation Commission Orange County,1,no
Local Agency Formation Commission San Benito County,1,no
Local Agency Formation Commission San Bernardino,1,no
Local Agency Formation Commission for The County Of Los Angeles,1,no
Local Agency Formation Commissions,1,no
Local Agency Formation Commissions - (Lafco),1,no
"Local Agency Formation Commissions: Alameda, Amador, Contra Costa, Los Angeles, Placer, Riverside, San Bernardino, San Diego, San Mateo, Yolo",1,no
"Local Agency Formation Commissions: Alameda, Butte, Calaveras, Contra Costa, Colusa, Fresno, Imperial, Lake, Los Angeles, Marin, Mendocino, Merced, Nevada, Riverside, San Bernardino, San Diego, Santa Clara, Santa Cruz, Solano, Sonoma, Stanislaus, Sutter, Yolo, and Yuba",1,no
"Local Agency Formation Commissions: Butte, Contra Costa, Colusa, Fresno, Imperial, Lake, Los Angeles, Marin, Merced, Nevada, Riverside, San Bernardino, San Diego, Santa Clara, Santa Cruz, Solano, Sonoma, Yolo and Yuba",1,no
"Local Agency Formation Commissions: Contra Costa, El Dorado, Fresno, Imperial, Los Angeles, Mendocino, Merced, Nevada, Riverside, San Bernardino, Santa Clara, Solano, Sonoma, Stanislaus, and Yolo",1,no
"Local Agency Formation Commissions: Contra Costa, Los Angeles, Placer, San Diego, San Mateo, Yolo",1,no
Local Agency Workers' Compensation Excess JPA,1,no
Local Agency Workers' Compensation Excess Jpa,1,no
Local Child Care Planning Council Glenn County,1,no
"Local Child Care Planning Council, Butte County",1,no
"Local Child Care Planning Council, Tehama County",1,no
Local Choices for Global Respect,1,no
"Local Clean Energy Alliance Oakland, Ca",1,no
Local Clean Energy Alliance of San,1,no
Local Clean Energy Alliance of the S an Francisco Bay Area,1,no
Local Control Movement Committee,1,no
Local Development Corp,1,no
Local Development Corporation,1,no
Local District 6 Healthy Start (Los Angeles Unified School District),1,no
Local Early Education Planning Council of Santa Clara Co,1,no
Local Early Planning Council of Santa Clara County,1,no
Local Ecology and Agriculture Fremont,1,no
Local Economic Development,1,no
Local Education Consortia Advisory Committee,1,no
Local Educational Consortia Advisory Committee,1,no
Local Emergency Medical Services Agency (County of Del Norte,1,no
Local Emergency Planning Committee,1,no
Local F-116 Ventura County Professional Firefighters Association,1,no
"Local F-159, Treasure Island and Hunters Point",1,no
"Local F-57, McClellan Fire Department",1,no
Local Government Control Commission,1,no
Local Hazardous Waste Management Program,1,no
"Local Hazardous Waste Management Program, King County (Washington State)",1,no
"Local Health Care Coalition, Fresno County",1,no
Local Health Officers,1,no
Local Health Plans of CASEIU,1,no
Local Health Plans of California and LA Care Health,1,no
Local Housing Finance,1,no
Local Housing Finance Agencies,1,no
Local I-94 National City Firefighters Association,1,no
Local Initiative Corporation,1,no
Local Initiatives,1,no
Local Initiatives Corporation,1,no
Local Investment in Child Care Learning Community,1,no
Local Marketing Center,1,no
Local No. 340 (Sacramento),1,no
Local No. 569 (San Diego),1,no
Local No. 595,1,no
Local No. 85,1,no
Local Planning Council for Child Care & Development,1,no
Local Planning Council for Child Care & Development in Del Norte County,1,no
Local Planning Council of Venture County,1,no
Local Power Inc,1,no
Local Reuse Authority Executive Council,1,no
Local Roots,1,no
Local Services for Prisoners with Children (LSPC),1,no
Local Union 1036,1,no
Local Union 11,1,no
Local Union 11 Electricians,1,no
Local Union 230,1,no
Local Union 272,1,no
Local Union 399,1,no
"Local Union 45, Broadcast, Television, Recording Engineers, IBEW",1,no
"Local Union 465, IBEW",1,no
Local Union 467,1,no
Local Union 831,1,no
Local Union No. 12,1,no
Local Union No. 152,1,no
"Local Union No. 40 - United Union of Roofers, Waterproofers and Allied",1,no
Local Wild Seafood Co,1,no
Local/County Governments,1,no
"Locally Delicious, Humboldt County",1,no
"Locally Delicious, Inc., in Arcata, CA",1,no
Locals 777 & 792,1,no
Locals 777 &792,1,no
Locator Technologies,1,no
Locator Technologies LLC,1,no
Locator Technologies National Law,1,no
Loch Haven Mutual Water Company,1,no
Loci Controls,1,no
"Lockhart, Ent",1,no
Lockheed Aircraft Service Company,1,no
Lockheed Marietta,1,no
Lockheed Martin Aeronautics - Palmdale,1,no
Lockheed Martin Aircraft and Logistics,1,no
Lockheed Martin Missles & Space,1,no
Lockheed Martin Missles & Space LAM Research California Taxpayers' Association,1,no
Lockheed Martin Skunk Works,1,no
Lockheed Martin Skunkworks,1,no
Lockheed Martin Space & Missiles,1,no
Lockheed Motor Missiles and Space,1,no
"Lockheed, Martin Missiles",1,no
Lockton International Company,1,no
Lockwood Animal Rescue,1,no
"Lockwood General Engineering, Visalia",1,no
"Lockyer, State Treasurer",1,no
Lode Bulldog Club,1,no
Lodestar,1,no
Lodge,1,no
Lodge 1782,1,no
Lodge 19),1,no
Lodge 190,1,no
Lodge at Paulin Creek,1,no
Lodging Industry Association (CLIA),1,no
Lodi Chamber Of Commerce,1,no
Lodi Chamber of Commerce Ag-Business Committee,1,no
Lodi Gas Storage,1,no
"Lodi Gas Storage, LLC",1,no
Lodi Green Schools Campaign,1,no
Lodi House,1,no
Lodi Irrigation,1,no
Lodi Physical Therapy,1,no
Lodi Police Department Chief Larry Hansen,1,no
"Lodi Truck Service, Lodi",1,no
Lodi USD,1,no
Lodi Unified Certificated School Nurses,1,no
Lodi-Woodbridge Wine Commission,1,no
Loeb & Loeb,1,no
Log Cabin AIDS Policy Institute,1,no
Log Cabin Federation,1,no
"Log Cabin Mercantile Heritage, INC",1,no
Logan Heights Family Health Center,1,no
"Logan Registration Service, Inc",1,no
Loggers Association of Northern California,1,no
Logic Product Group,1,no
"Logic Technology Development, LLC",1,no
Logical Computer Solutions,1,no
"Logical Services, Inc",1,no
Logisticare,1,no
Logistics,1,no
"Logistics Control International, Inc",1,no
Logue Studio Design,1,no
Lohr Insurance Agency,1,no
Lois Arkley,1,no
Lois L. Harvey,1,no
"Lois Shade, Councilwoman, Glendora",1,no
Loker University Student Union,1,no
Lola,1,no
Lola Fitzgerald,1,no
Lola Prusac,1,no
Loma Linda Chamber of,1,no
Loma Linda University Adventist Health Sciences Center and Its Affiliated,1,no
Loma Linda University Behavioral Medicine Center,1,no
Loma Linda University Church,1,no
Loma Linda University Health and Department of Occupational Therapy,1,no
Loma Linda University Medical Center (8/20/02),1,no
Loma Linda University Medical Center - Murrieta,1,no
Loma Linda University Medical Center CONTINUED,1,no
Loma Linda University Medical Center and Children's Hospital,1,no
Loma Linda University School of Pharmacy,1,no
Loma Linda University for A Sustainable Future,1,no
Loma Linda University for a Sustainable Future,1,no
"Loma Linda University, Department of Speech-Language Pathology",1,no
"Loma Linda University, START Program",1,no
Loma Linda Unversity Medical Center,1,no
Loma Nazarene College,1,no
Loma Nazarene University,1,no
Loma Prieta Chapter - Sierra Club,1,no
Loma Prieta Joint Union,1,no
Loma Vista Homeowners Association,1,no
Lomalinda Chamber of Commerce,1,no
Lomas Santa Fe Cleaners - Sacramento,1,no
Lombardi Sports,1,no
Lompac Valley Cannabis Association,1,no
Lompoc Healthcare District [SPONSOR,1,no
Lompoc Police Department,1,no
Lompoc Record,1,no
Lompoc Unified School District Superintendent of Schools,1,no
Lompoc Valley Association of Realtors,1,yes
Lompoc Valley Board of Realtors,1,no
Lompoc Valley Partnership for Children and Youth,1,no
"Lompoc Van & Storage, Inc",1,no
"Lompoc Van and Storage, Inc",1,no
"Lompoc, Long Beach, Mid Valley, Montebello, Montrose, Pacific Palisades, Poway, Rancho",1,no
London,1,no
"London Breed, Mayor",1,no
"London Breed, Mayor of City & County of San Francisco [SPONSOR",1,no
"London Breed, Mayor, City and County of San Francisco",1,no
London Breed- Mayor of City & County of San Francisco,1,no
London Fireplace Shoppe,1,no
"London N. Breed, Mayor",1,no
"London N. Breed, Mayor of the City and County of San Francisco",1,no
"London N. Breed, Mayor, City and County of San Francisco",1,no
Lone Pine Pauite-Shoshone,1,no
Lone Pine Pauite-Shoshone Reservation,1,no
Lone Pine Shoshone-Paiute Tribe,1,no
"Lone Star Gas Liquids Processing, Inc",1,no
Lone Tree Cemetery,1,no
Lone Tree Family Chiropractic,1,no
Lone Tree Mutual Water Company,1,no
Lone Tree Traffic School,1,no
Lonetree Breakfast & Lunch Traffic Violation School (as,1,no
Long & Levit,1,no
Long -Term Care Ombudsman Program for Santa Cruz and San Benito,1,no
Long Beach Adult Day Healthcare Center,1,no
Long Beach Alliance For Children With Asthma,1,no
Long Beach Alliance for,1,no
Long Beach Area Chamber,1,no
Long Beach Area Chamber of,1,no
"Long Beach Area Chamber of Commerce Motion Picture Association of America, Inc",1,no
Long Beach Area Council - Boy Scouts of America,1,no
"Long Beach Area Council, Boy Scouts of",1,no
Long Beach Area Republican Assembly,1,no
Long Beach Area Veterans Collaborative,1,no
Long Beach Area of Commerce,1,no
Long Beach Astro Power,1,no
Long Beach BMW-Mini,1,no
Long Beach Better Learning After School Today,1,no
Long Beach Bike Co Op,1,no
Long Beach Birth Workers of Color Collective,1,no
Long Beach Black Worker Center,1,no
Long Beach Blast,1,no
Long Beach Cannabis Commerce Council,1,no
Long Beach City College (LBCC),1,no
Long Beach City Councilmember Dee Andrews,1,no
Long Beach City Prosecutor (Co-Sponsor),1,no
Long Beach Coalition for Good Jobs and Healthy Community,1,no
Long Beach Coalition for Good Jobs and a Healthy,1,no
Long Beach Collecctive Association,1,no
Long Beach Collective Association and Coachella Cannabis Alliance Network,1,no
Long Beach Community College District Board of Trustees,1,no
"Long Beach Community College District Interim Superintendent-President, Mike Munoz, Ed.D",1,no
Long Beach Community College District Police Department,1,no
Long Beach Community Conservation Corps,1,no
Long Beach Community Hispanic Association,1,no
Long Beach Community Hospital,1,no
Long Beach Community Improvement League,1,no
Long Beach Community Partnership,1,no
Long Beach Convention and Visitors Bureau,1,no
Long Beach Council of Seniors,1,no
Long Beach Councilmember Douglas Drummond,1,no
Long Beach Councilwoman Suzie A. Price,1,no
Long Beach County Police Officers Association,1,no
Long Beach Day Nursery,1,no
Long Beach District Community Advisory Committee,1,no
Long Beach Early Childhood Education Committee,1,no
Long Beach EcoEnergies,1,no
"Long Beach Fire Department, Captain Patrick Wills",1,no
"Long Beach Fire Fighers, Local 372",1,no
"Long Beach Fire Fighters, Local 371",1,no
Long Beach Firefighter Association,1,no
Long Beach Foster Parent,1,no
Long Beach Fresh,1,no
Long Beach Gay & Lesbian Chamber of Commerce (LBGLCC),1,no
"Long Beach Genetics, Inc",1,no
"Long Beach Genetics, Inc. (Rancho Dominguez, CA)",1,no
Long Beach Health & Human Services,1,no
Long Beach Human Trafficking Taskforce,1,no
Long Beach Human Trafficking Taskforce (Co-Sponsor),1,no
Long Beach Ice Dogs,1,no
Long Beach Immigrant,1,no
Long Beach Immigrant Rights,1,no
Long Beach Immigrant Rights Coalition (Co-Sponsor),1,no
Long Beach Los Alamitos Los Altos Los Angeles,1,no
Long Beach Mayor Bob Foster,1,no
Long Beach Memorial / Community Hospital Long Beach,1,no
"Long Beach Memorial, Millers Children's and Women's Hospital",1,no
Long Beach Memorial/Miller Children's Hospital,1,no
Long Beach Ministers Alliance,1,no
Long Beach Mushrooms,1,no
"Long Beach Numismatic, Philatelic and Sports Card Exposition",1,no
Long Beach Organic,1,no
Long Beach Peace Officers,1,no
Long Beach Pittsburg,1,no
Long Beach Police Officer Association,1,no
Long Beach Police Officers Assocation,1,no
Long Beach Policy Officers Association,1,no
Long Beach Port,1,no
Long Beach Probation Officers Association,1,no
Long Beach Public Transportation Company (long Beach Transit),1,no
Long Beach Redevelopment Ag ency,1,no
