leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
California Chapter of the American College: of Emergency Physicians,1,California Chapter of the American College of Emergency Room Physicians,California Chapter of the American College of Emergency Physicians,alt(alternate_spelling),99.2,99.2
California Chapter of the American College of Emergency: Physicians,1,California Chapter of the American College of Emergency Room Physicians,California Chapter of the American College of Emergency Physicians,alt(alternate_spelling),99.2,99.2
California Chapter of the American College of Emergency Physicians (Cal-ACEP),1,California Chapter of the American College of Emergency Room Physicians,California Chapter of the American College of Emergency Physicians (CAL/ACEP),alt(alternate_spelling),100.0,95.9
California Chapter of the America Fence Contractors' Association,1,AMERICAN FENCE CONTRACTORS' ASSOCIATION,Califiornia Chapter of the American Fence Contractors Association,alt(alternate_spelling),97.7,97.7
California Chapter of American College of Emergency Physicians CALACEP,1,"California Chapter, American College of Emergency Physicians (CAL/ACEP)","California Chapter, American College of Emergency Physicians (CAL/ACEP)",canonical,97.1,97.1
California Chapter - National Association of Social Workers,1,National Association of Social Workers - California Chapter,"California Chapter, National Association of Social Workers",alt(alternate_spelling),99.1,97.4
California Chapter - American Fence Association,1,"American Fence Association, California Chapter",California Chapter American Fence Association,alt(alternate_spelling),97.8,100.0
California Cerebral Palsy Associations,1,Cerebral Palsy Association,California Cerebral Palsy Association,alt(chapter),98.7,98.7
California Center for Public Health Advocacy (principal,1,CALIFORNIA CENTER FOR PUBLIC HEALTH ADVOCACY,California Center for Public Health Advocacy (Principal),alt(alternate_spelling),100.0,97.3
California Cattleman's Asso,1,California Cattlemanos Association,California Cattleman's Assoc,alt(alternate_spelling),98.2,98.2
California Cable TV Association,1,CALIFORNIA CABLE TELEVISION ASSOCIATION,California Cable TV Associaton,alt(alternate_spelling),98.4,98.4
California Business Properties Association (CBIA),1,"Business Properties Association, Northern",California Business Properties Association (CPBA),alt(chapter),97.9,98.0
California Broadband and Video Association (Calbroadband,1,California Broadband and Video Association,California Broadband and Video Association (Calbroadband),alt(alternate_spelling),100.0,99.1
California Broadband &Video Association,1,California Broadband and Video Association,California Broadband & Video Association,alt(alternate_spelling),98.7,98.7
California Auto Dismantlers Recyclers Alliance,1,California Auto Dismantlers and Recyclers Alliance,California Auto Dismantlers & Recyclers Alliance,alt(alternate_spelling),97.9,100.0
"California Attorneys, Administrative Law Judges, and Hearing Officers in",1,"California Attorneys, Administrative Law Judges and Hearing","California Attorneys, Administrative Law Judges and Hearing Officers",alt(alternate_spelling),97.1,97.1
California Attorney Generals Office,1,California's Attorney Generals Office,California's Attorney Generals Office,canonical,97.2,97.2
California Attorney,1,California Attorneys,California Attorneys,canonical,97.4,97.4
California Association of public Authorities for In-Home Support,1,California Association of Public Authorities for In Home Supportive,California Association of Public Authorities for In Home Supportive,canonical,97.7,84.0
California Association of State Hospital/Parents Council,1,California Association of State Hospital Parent,California Association of State Hospital Parent Councils,alt(alternate_spelling),98.2,96.4
California Association of State Hospital Parent Councils for the Retarded (CASHPCR),1,CALIFORNIA ASSOCIATION OF STATE HOSPITAL PARENT COUNCILS FOR THE RETARDED,California Association of State Hospital Parent Councils for the Retarded (CASH-PCR),alt(alternate_spelling),99.4,99.4
California Association of State Hospital Parent Councils for the Retarded (CASH/PCR),1,CALIFORNIA ASSOCIATION OF STATE HOSPITAL PARENT COUNCILS FOR THE RETARDED,California Association of State Hospital Parent Councils for the Retarded (CASH-PCR),alt(alternate_spelling),100.0,98.8
"California Association of Sheet Metal and Air Conditioning: Contractors, National Association",1,CA Association of Sheet Metal and Air Conditioning Contractors,California Association of Sheet Metal and Air Conditioning Contractors National Association,alt(alternate_spelling),98.9,98.8
California Association of Sheet Metal and Air Conditioning Contractors: National Association,1,CA Association of Sheet Metal and Air Conditioning Contractors,California Association of Sheet Metal and Air Conditioning Contractors National Association,alt(alternate_spelling),99.5,99.4
California Association of Resources Conservation District,1,California Association of Resources Conservation Districts,California Association of Resources Conservation Districts,canonical,99.1,99.1
California Association of REALTORS® (C.A.R.),1,CALIFORNIA ASSOCIATION OF REALTORS,California Association of REALTORS (C.A.R),alt(alternate_spelling),98.8,97.7
California Association of Public Hospitals and Health Systems (CAHP),1,CALIFORNIA ASSOCIATION OF PUBLIC HOSPITALS AND HEALTH SYSTEMS,California Association of Public Hospitals and Health Systems (CAPH),alt(alternate_spelling),98.5,98.5
California Association of Public Authorities for In-Home Support,1,California Association of Public Authorities for In Home Supportive,California Association of Public Authorities for In Home Supportive,canonical,97.7,93.1
California Association of Local Agency Formation: Commissions (CAL-LAFCO),1,CALIFORNIA ASSOCIATION OF LOCAL AGENCY FORMATION COMMISSIONS,California Association of Local Agency Formation Commissions (CALAFCO),alt(alternate_spelling),97.9,97.9
California Association of Local Agency Formation Commissions Local Agency Formation Commissions of Alameda,1,California Association of Local Agency Formation Commissions Local Agency Formation Commissions of: Alameda,California Association of Local Agency Formation Commissions Local Agency Formation Commissions of: Alameda,canonical,99.5,100.0
California Association of International Dental: Graduates,1,California Association of International Dental Graduates,California Association of International Dental Graduates,canonical,99.1,99.1
California Association of Hospital and Health System,1,California Association of Hospital and Health Systems,California Association of Hospital and Health Systems,canonical,99.0,99.0
California Association of County Veterans' Service,1,California Association of County Veterans Services,California Association of County Veterans Services,canonical,98.0,98.0
California Association of County Veterans Services Officer,1,California Association of County Veterans Services,California Association of County Veterans Services Officers,alt(alternate_spelling),99.1,99.1
"California Association of Councils of Government, American",1,CALIFORNIA ASSOCIATION OF COUNCILS OF GOVERNMENTS,"California Association of Councils of Governments, American",alt(alternate_spelling),99.1,99.1
California Association of Certified Family Law Specialist,1,ASSOCIATION OF CERTIFIED FAMILY LAW SPECIALISTS,California Association of Certified Family Law Specialists,alt(chapter),99.1,99.1
California Association of Bicycling Association,1,California Association of Bicycling Associations,California Association of Bicycling Associations,canonical,98.9,100.0
California Association for Post-Secondary Education and Disability,1,California Association for Postsecondary Education and Disability,California Association for Postsecondary Education and Disability,canonical,99.2,97.7
California Association for Microenterprise Opportunity (CAMEO),1,CALIFORNIA ASSOCIATION FOR MICRO ENTERPRISE OPPORTUNITY,California Association for Micro Enterprise Opportunity (CAMEO),alt(alternate_spelling),99.2,89.6
California Association for Micro-Enterprise,1,California Association for Micro Enterprise,California Association for Micro Enterprise,canonical,100.0,86.0
California Association for Homes and Services for the Aged,1,CALIFORNIA ASSOCIATION OF HOMES AND SERVICES FOR THE AGING,California Association of Homes and Services for the Aged,alt(alternate_spelling),97.4,100.0
"California Association Of County Veterans Service Officers, Inc",1,CALIFORNIA ASSOCIATION OF COUNTY VETERAN SERVICE OFFICERS,"California Association of County Veteran Service Officers, Inc",alt(alternate_spelling),99.2,94.4
California Associatin of Thrift and Loan Companies,1,California Association of Thrift & Loan Companies,California Association of Thrift and Loan Companies,alt(alternate_spelling),99.0,99.0
California Assn. of Life Underwrithers,1,"California Association of Life Underwriters, Professional",California Assn. of Life Underwriters,alt(alternate_spelling),98.7,98.7
California Assn. of Harbor Masters and Port Captains,1,California Association of Harbor Masters and Port Captains,California Assoc. of Harbor Masters and Port Captains,alt(alternate_spelling),97.1,97.1
"California Assessors Association , California",1,California Assessor's Association,"California Assessors' Association, California",alt(alternate_spelling),97.8,94.1
California Asian & Pacific Islander Legislative Caucus,1,California Asian Pacific Islander Legislative Caucus,California Asian Pacific Islander Legislative Caucus,canonical,98.1,100.0
California Asian & Pacific Islander Budget Partnership,1,California Asian Pacific Islander Budget Partnership,California Asian Pacific Islander Budget Partnership,canonical,98.1,100.0
California Art Council,1,California Arts Council,California Arts Council,canonical,97.8,97.8
"California Animal Control Directoros Association, Inc",1,California Animal Control Director's Association,"California Animal Control Director's Association, Inc",alt(alternate_spelling),98.1,98.1
