leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
"California Assessors' Association, California Association of Realtors, California Professional Firefighters, California State Association of Counties",1,Assessors' Association,Assessors' Association,canonical,90.0,100.0
California Assessors' Association Lawrence Stone,1,California Assessor's Association,"California Assessors' Association, California",alt(alternate_spelling),95.0,80.5
California Assessors Association. United Airlines,1,California Assessor's Association,"California Assessors' Association, California",alt(alternate_spelling),95.0,77.1
"California Assessors Association, United Airlines, Alaska Airlines, American Airlines",1,Alaska Airlines,Alaska Airlines,canonical,90.0,100.0
"California Assessors Association, United Airlines, Alaska",1,California Assessor's Association,"California Assessors' Association, California",alt(alternate_spelling),95.0,80.7
"California Assessors Association, Rick Auerbach, Assessor, Los Angeles County",1,Angeles County,Angeles County,canonical,90.0,100.0
"California Assessors Association, Cities Association of Santa Clara County",1,Association of Santa Clara County,Association of Santa Clara County,canonical,90.0,100.0
California Assessors Association to address a variety of issues of concern to the assessors,1,California Assessor's Association,California Assessor's Association,canonical,88.6,80.0
"California Assessors Association , California",1,California Assessor's Association,"California Assessors' Association, California",alt(alternate_spelling),97.8,94.1
California Assessors,1,California Assessor's Association,California Assessors Assn,alt(alternate_spelling),95.0,100.0
California Assembly,1,California Cultural Assembly,California Cultural Assembly,canonical,95.0,100.0
California Asian Pacific Islander (API) Budget Partnership,1,California Asian Pacific Islander (API) Budget,California Asian Pacific Islander (API) Budget,canonical,95.0,100.0
California Asian Pacific Chamber,1,California Asian Pacific,California Asian Pacific,canonical,95.0,100.0
"California Asian Chamber of Commerce, California Bankers",1,Bankers Association,Bankers,alt(alternate_spelling),90.0,100.0
California Asian Americans Advancing Justice - Los Angeles,1,ASIAN AMERICANS ADVANCING JUSTICE,Asian Americans Advancing Justice Los Angeles,alt(chapter),95.0,100.0
California Asian & Pacific Islander Legislative Caucus,1,California Asian Pacific Islander Legislative Caucus,California Asian Pacific Islander Legislative Caucus,canonical,98.1,100.0
California Asian & Pacific Islander Budget Partnership,1,California Asian Pacific Islander Budget Partnership,California Asian Pacific Islander Budget Partnership,canonical,98.1,100.0
California Artisanal Distillers Guild and supported by other groups representing distillers and winemakers,1,California Artisanal Distillers Guild,California Artisanal Distillers Guild,canonical,90.0,100.0
California Arthritis Council (late),1,California Arthritis Council,California Arthritis Council,canonical,95.0,100.0
California Art Council,1,California Arts Council,California Arts Council,canonical,97.8,97.8
California Architects Board (Board) is pleased to convey its,1,Architects,Architects,canonical,90.0,100.0
California Applicants Attorneys and various labor groups,1,Applicants' Association,Applicants,alt(alternate_spelling),90.0,100.0
California Apartment Association: Kornreich-Morgen Realty Co,1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,75.5
"California Apartment Association, Western Center on",1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,100.0
"California Apartment Association, Napa/Solano County Division",1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,100.0
"California Apartment Association, City of",1,APARTMENT ASSOCIATION,Apartment Association California,alt(chapter),95.0,87.7
"California Apartment Association, California Rural",1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,100.0
California Apartment Association |Mission Valley Bank,1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,75.5
California Apartment Association California Native Plant,1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,82.1
California Apartment Association Association of California Water,1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,86.5
California Apartment Association (oppose unless amended),1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,75.5
California Apartment Association (for prior version only),1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,75.5
California Apartment Association (as proposed to be amended),1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,75.5
California Apartment Association (as introduced),1,APARTMENT ASSOCIATION,Apartment Association California,alt(chapter),95.0,100.0
California Apartment Association (CAA) writes,1,APARTMENT ASSOCIATION,Apartment Association California,alt(chapter),95.0,100.0
California Apartment Association (2/24 version),1,APARTMENT ASSOCIATION,Apartment Association California,alt(chapter),95.0,100.0
California Animal Control Directors Association and State Humane Association of California,1,Animal Control,Animal Control,canonical,90.0,100.0
California Animal Control Directors Association and State Humane Association,1,Animal Control,Animal Control,canonical,90.0,100.0
California Animal Control Directors Association (6/5/02),1,California Animal Control Director's Association,California Animal Control Director's Association,canonical,91.3,90.4
"California Animal Control Directoros Association, Inc",1,California Animal Control Director's Association,"California Animal Control Director's Association, Inc",alt(alternate_spelling),98.1,98.1
"California American Federation of State, County, and Municipal Employees California National Organization for",1,"American Federation of State, County and Municipal Employees (AFSCME)","American Federation of State, County and Municipal Employees American Lung",alt(alternate_spelling),91.1,89.8
California American College of Emergency Physicians (previous version),1,AMERICAN COLLEGE OF EMERGENCY PHYSICIANS,American College of Emergency Physicians of California,alt(chapter),95.0,100.0
California Alzheimer's Association California Association of Area Agencies on Aging California Collaborative for Long Term Services and,1,Agencies on Aging,Agencies on Aging,canonical,90.0,100.0
California Alzheimer's Association California Association of Area Agencies on Aging California Chapter of the National Association of Social Workers California Collaborative for Long Term Services and,1,ALZHEIMER'S ASSOCIATION,Alzheimer's Association California,alt(chapter),90.0,100.0
